"Adipose Tissue","Muscle","Blood Vessel","Heart","Uterus","Vagina","Breast","Skin","Salivary Gland","Brain","Adrenal Gland","Thyroid","Lung","Spleen","Pancreas","Esophagus","Stomach","Colon","Small Intestine","Prostate","Testis","Nerve","Blood","Pituitary","Ovary","Liver","Kidney","Bladder"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Methanocaldococcus jannaschii",NA,NA,NA,"Methanosarcina sp. WH1","Methanosarcina sp. WH1",NA,NA,NA,NA,NA,NA,NA,"Methanocaldococcus jannaschii","Methanocaldococcus jannaschii"
